datetime,content,status
2025-06-03T14:19:21.425Z,Light is near the threshold,warning
2025-06-03T14:19:56.456Z,Temperature has reached the threshold,critical
2025-06-03T14:19:56.467Z,Humidity has reached the threshold,critical
2025-06-03T14:19:56.510Z,Light is near the threshold,warning
2025-06-03T14:20:01.367Z,Temperature has reached the threshold,critical
2025-06-03T14:20:01.528Z,Humidity has reached the threshold,critical
2025-06-03T14:20:01.570Z,Light is near the threshold,warning
2025-06-03T14:20:11.374Z,Temperature has reached the threshold,critical
2025-06-03T14:20:11.382Z,Humidity has reached the threshold,critical
2025-06-03T14:20:11.397Z,Light is near the threshold,warning
2025-06-03T14:20:21.285Z,Temperature has reached the threshold,critical
2025-06-03T14:20:21.288Z,Humidity has reached the threshold,critical
2025-06-03T14:20:21.362Z,Light is near the threshold,warning
2025-06-03T14:20:31.364Z,Temperature has reached the threshold,critical
2025-06-03T14:20:31.369Z,Light is near the threshold,warning
2025-06-03T14:20:31.427Z,Humidity has reached the threshold,critical
2025-06-03T14:20:41.349Z,Humidity has reached the threshold,critical
2025-06-03T14:20:41.399Z,Light is near the threshold,warning
2025-06-03T14:20:51.424Z,Humidity has reached the threshold,critical
2025-06-03T14:20:51.435Z,Light is near the threshold,warning
2025-06-03T14:21:01.326Z,Humidity has reached the threshold,critical
2025-06-03T14:21:01.328Z,Light is near the threshold,warning
2025-06-03T16:12:29.838Z,Temperature has reached the threshold,critical
2025-06-03T16:12:29.842Z,Light has reached the threshold,critical
2025-06-03T16:12:38.739Z,Temperature has reached the threshold,critical
2025-06-03T16:12:38.786Z,Light has reached the threshold,critical
2025-06-03T16:12:38.844Z,Humidity has reached the threshold,critical
2025-06-03T16:12:48.734Z,Humidity has reached the threshold,critical
2025-06-03T16:12:48.737Z,Light has reached the threshold,critical
2025-06-03T16:12:48.796Z,Temperature has reached the threshold,critical
2025-06-03T16:12:59.255Z,Temperature has reached the threshold,critical
2025-06-03T16:12:59.467Z,Humidity has reached the threshold,critical
2025-06-03T16:12:59.471Z,Light has reached the threshold,critical
2025-06-03T16:13:09.381Z,Humidity has reached the threshold,critical
2025-06-03T16:13:09.383Z,Temperature has reached the threshold,critical
2025-06-03T16:13:09.485Z,Light has reached the threshold,critical
2025-06-03T16:13:19.284Z,Temperature has reached the threshold,critical
2025-06-03T16:13:19.287Z,Humidity has reached the threshold,critical
2025-06-03T16:13:19.365Z,Light has reached the threshold,critical
2025-06-03T16:13:29.274Z,Temperature has reached the threshold,critical
2025-06-03T16:13:29.338Z,Humidity has reached the threshold,critical
2025-06-03T16:13:29.613Z,Light has reached the threshold,critical
2025-06-03T16:13:39.254Z,Temperature has reached the threshold,critical
2025-06-03T16:13:39.268Z,Light has reached the threshold,critical
2025-06-03T16:13:39.326Z,Humidity has reached the threshold,critical
2025-06-03T16:13:49.374Z,Temperature has reached the threshold,critical
2025-06-03T16:13:49.376Z,Humidity has reached the threshold,critical
2025-06-03T16:13:49.383Z,Light has reached the threshold,critical
2025-06-03T16:13:59.376Z,Temperature has reached the threshold,critical
2025-06-03T16:13:59.444Z,Humidity has reached the threshold,critical
2025-06-03T16:13:59.503Z,Light has reached the threshold,critical
2025-06-03T16:14:09.267Z,Light has reached the threshold,critical
2025-06-03T16:14:09.269Z,Temperature has reached the threshold,critical
2025-06-03T16:15:10.345Z,Temperature has reached the threshold,critical
2025-06-03T16:15:10.462Z,Light has reached the threshold,critical
2025-06-03T16:15:10.498Z,Humidity has reached the threshold,critical
2025-06-03T16:16:11.413Z,Light has reached the threshold,critical
2025-06-03T16:16:11.497Z,Humidity has reached the threshold,critical
2025-06-03T16:17:12.395Z,Temperature has reached the threshold,critical
2025-06-03T16:17:12.397Z,Humidity has reached the threshold,critical
2025-06-03T16:17:12.553Z,Light has reached the threshold,critical
2025-06-03T16:18:13.483Z,Humidity has reached the threshold,critical
2025-06-03T16:18:13.488Z,Temperature has reached the threshold,critical
2025-06-03T16:18:13.582Z,Light has reached the threshold,critical
2025-06-03T16:19:08.230Z,Temperature has reached the threshold,critical
2025-06-03T16:19:08.232Z,Light has reached the threshold,critical
2025-06-03T16:19:08.242Z,Humidity has reached the threshold,critical
2025-06-03T16:19:08.719Z,Temperature has reached the threshold,critical
2025-06-03T16:19:08.725Z,Light has reached the threshold,critical
2025-06-03T16:31:28.720Z,Humidity is near the threshold,warning
2025-06-03T16:31:28.908Z,Light is near the threshold,warning
2025-06-03T16:31:38.424Z,Light is near the threshold,warning
2025-06-03T16:31:45.736Z,Light is near the threshold,warning
2025-06-03T16:31:55.288Z,Light is near the threshold,warning
2025-06-03T16:32:05.299Z,Light is near the threshold,warning
2025-06-03T16:32:15.275Z,Humidity has reached the threshold,critical
2025-06-03T16:32:15.289Z,Light is near the threshold,warning
2025-06-03T16:32:25.411Z,Humidity has reached the threshold,critical
2025-06-03T16:32:25.416Z,Light is near the threshold,warning
2025-06-03T16:32:35.286Z,Humidity has reached the threshold,critical
2025-06-03T16:32:35.304Z,Light is near the threshold,warning
2025-06-03T16:32:45.171Z,Humidity has reached the threshold,critical
2025-06-03T16:32:55.269Z,Light is near the threshold,warning
2025-06-03T16:34:58.022Z,Light is near the threshold,warning
2025-06-03T16:34:58.071Z,Humidity has reached the threshold,critical
2025-06-03T16:34:58.177Z,Temperature has reached the threshold,critical
2025-06-03T16:38:44.568Z,Humidity has reached the threshold,critical
2025-06-03T16:38:44.623Z,Temperature has reached the threshold,critical
2025-06-03T16:38:44.811Z,Light is near the threshold,warning
2025-06-03T16:38:54.697Z,Temperature has reached the threshold,critical
2025-06-03T16:38:54.710Z,Humidity has reached the threshold,critical
2025-06-03T16:38:54.731Z,Light is near the threshold,warning
2025-06-03T16:39:05.604Z,Temperature has reached the threshold,critical
2025-06-03T16:39:05.607Z,Humidity has reached the threshold,critical
2025-06-03T16:39:05.612Z,Light is near the threshold,warning
2025-06-03T16:39:15.337Z,Temperature has reached the threshold,critical
2025-06-03T16:39:15.356Z,Humidity has reached the threshold,critical
2025-06-03T16:39:15.459Z,Light is near the threshold,warning
2025-06-03T16:39:25.441Z,Humidity has reached the threshold,critical
2025-06-03T16:39:25.470Z,Temperature has reached the threshold,critical
2025-06-03T16:39:25.478Z,Light is near the threshold,warning
2025-06-03T16:39:35.359Z,Temperature has reached the threshold,critical
2025-06-03T16:39:35.511Z,Humidity has reached the threshold,critical
2025-06-03T16:39:35.562Z,Light is near the threshold,warning
2025-06-03T16:39:45.301Z,Temperature has reached the threshold,critical
2025-06-03T16:39:45.462Z,Humidity has reached the threshold,critical
2025-06-03T16:39:45.464Z,Light is near the threshold,warning
2025-06-03T16:39:54.476Z,Light is near the threshold,warning
2025-06-03T16:39:54.527Z,Temperature has reached the threshold,critical
2025-06-03T16:39:54.569Z,Humidity has reached the threshold,critical
2025-06-03T16:40:05.251Z,Humidity has reached the threshold,critical
2025-06-03T16:40:05.256Z,Temperature has reached the threshold,critical
2025-06-03T16:40:05.441Z,Light is near the threshold,warning
2025-06-03T16:40:57.605Z,Temperature has reached the threshold,critical
2025-06-03T16:40:57.617Z,Humidity has reached the threshold,critical
2025-06-03T16:40:57.657Z,Light is near the threshold,warning
2025-06-03T16:41:06.749Z,Temperature has reached the threshold,critical
2025-06-03T16:41:06.754Z,Light is near the threshold,warning
2025-06-03T16:41:06.934Z,Humidity has reached the threshold,critical
2025-06-03T16:41:16.986Z,Temperature has reached the threshold,critical
2025-06-03T16:41:16.995Z,Light is near the threshold,warning
2025-06-03T16:41:17.060Z,Humidity has reached the threshold,critical
2025-06-03T16:41:26.730Z,Humidity has reached the threshold,critical
2025-06-03T16:41:26.895Z,Temperature has reached the threshold,critical
2025-06-03T16:41:26.923Z,Light is near the threshold,warning
2025-06-03T16:41:36.779Z,Temperature has reached the threshold,critical
2025-06-03T16:41:36.937Z,Light is near the threshold,warning
2025-06-03T16:41:36.950Z,Humidity has reached the threshold,critical
2025-06-03T16:44:04.074Z,Light is near the threshold,warning
2025-06-03T16:44:04.428Z,Humidity has reached the threshold,critical
2025-06-03T16:44:04.707Z,Temperature has reached the threshold,critical
2025-06-03T16:44:14.415Z,Temperature has reached the threshold,critical
2025-06-03T16:44:14.422Z,Humidity has reached the threshold,critical
2025-06-03T16:44:14.448Z,Light is near the threshold,warning
2025-06-03T16:44:24.413Z,Humidity has reached the threshold,critical
2025-06-03T16:44:24.417Z,Temperature has reached the threshold,critical
2025-06-03T16:44:24.601Z,Light is near the threshold,warning
2025-06-03T16:44:34.305Z,Humidity has reached the threshold,critical
2025-06-03T16:44:34.319Z,Temperature has reached the threshold,critical
2025-06-03T16:44:34.506Z,Light is near the threshold,warning
2025-06-03T16:44:44.294Z,Light is near the threshold,warning
2025-06-03T16:44:44.300Z,Temperature has reached the threshold,critical
2025-06-03T16:44:44.504Z,Humidity has reached the threshold,critical
2025-06-03T16:44:54.284Z,Temperature has reached the threshold,critical
2025-06-03T16:44:54.441Z,Humidity has reached the threshold,critical
2025-06-03T16:44:54.450Z,Light is near the threshold,warning
2025-06-03T16:45:04.272Z,Temperature has reached the threshold,critical
2025-06-03T16:45:04.275Z,Humidity has reached the threshold,critical
2025-06-03T16:45:04.298Z,Light is near the threshold,warning
2025-06-03T16:46:00.396Z,Light is near the threshold,warning
2025-06-03T16:46:00.399Z,Temperature has reached the threshold,critical
2025-06-03T16:46:00.539Z,Humidity has reached the threshold,critical
2025-06-03T16:46:13.403Z,Humidity has reached the threshold,critical
2025-06-03T16:46:13.537Z,Temperature has reached the threshold,critical
2025-06-03T16:46:13.558Z,Light is near the threshold,warning
2025-06-03T16:47:13.423Z,Humidity has reached the threshold,critical
2025-06-03T16:47:13.427Z,Temperature has reached the threshold,critical
2025-06-03T16:47:13.583Z,Light is near the threshold,warning
2025-06-03T16:48:13.462Z,Light is near the threshold,warning
2025-06-03T16:48:13.516Z,Humidity has reached the threshold,critical
2025-06-03T16:48:13.523Z,Temperature has reached the threshold,critical
2025-06-03T16:48:41.223Z,Temperature has reached the threshold,critical
2025-06-03T16:48:41.232Z,Light is near the threshold,warning
2025-06-03T16:48:41.240Z,Humidity has reached the threshold,critical
2025-06-03T16:48:43.997Z,Temperature has reached the threshold,critical
2025-06-03T16:48:44.004Z,Humidity has reached the threshold,critical
2025-06-03T16:48:44.174Z,Light is near the threshold,warning
2025-06-03T16:48:53.824Z,Light is near the threshold,warning
2025-06-03T16:48:53.952Z,Temperature has reached the threshold,critical
2025-06-03T16:48:54.009Z,Humidity has reached the threshold,critical
2025-06-03T16:49:03.831Z,Temperature has reached the threshold,critical
2025-06-03T16:49:04.007Z,Light is near the threshold,warning
2025-06-03T16:49:04.039Z,Humidity has reached the threshold,critical
2025-06-03T16:49:13.857Z,Temperature has reached the threshold,critical
2025-06-03T16:49:13.867Z,Humidity has reached the threshold,critical
2025-06-03T16:49:14.080Z,Light is near the threshold,warning
